sequence_id	high_confidence_partner_count	gained_partner_count	lost_partner_count	jaccard_distance	mean_absolute_score_change	maximum_absolute_score_change
ABCA4_0f51862470fc74a1	167	5	0	0.029940119760479056	0.0008736835443414748	0.010149717330932617
ABCA4_0f58bab53aec7a2b	164	2	0	0.012195121951219523	0.000839425134472549	0.009716570377349854
ABCA4_0fe74e1922cbd142	167	5	0	0.029940119760479056	0.0008648334769532084	0.013053804636001587
ABCA4_0ff940542e1e73d1	162	2	2	0.024390243902439046	0.0011298861354589462	0.01830190420150757
ABCA4_1046c4cebe7f0c75	163	2	1	0.018292682926829285	0.0011138791451230645	0.013235419988632202
ABCA4_10a545ae79a8ec97	162	0	0	0.0	0.0007610081811435521	0.010640114545822144
ABCA4_10cee51d9c759746	166	4	0	0.02409638554216864	0.0010381402680650353	0.015251964330673218
ABCA4_10e79a05ae6953d6	163	2	1	0.018292682926829285	0.0011371145956218243	0.014590054750442505
ABCA4_10f1e5ce6b8def2f	162	1	1	0.012269938650306789	0.0009553365525789559	0.013672798871994019
ABCA4_1122458570c28a07	157	0	5	0.030864197530864224	0.00168649572879076	0.017502903938293457
ABCA4_112f4d38e61e242d	158	0	4	0.024691358024691357	0.0010578447254374623	0.01107943058013916
ABCA4_1167f4ffeba0f0a1	165	3	0	0.018181818181818188	0.0007761931046843529	0.009803950786590576
ABCA4_11d275134536d8f6	164	2	0	0.012195121951219523	0.001102973474189639	0.012150466442108154
ABCA4_11dff944c3410a8b	167	5	0	0.029940119760479056	0.0008700121543370187	0.01089543104171753
ABCA4_11f7269f98967896	161	3	4	0.042424242424242475	0.001744127832353115	0.02290666103363037
ABCA4_1215a1bbdab4dd19	162	1	1	0.012269938650306789	0.000994622940197587	0.010862529277801514
ABCA4_12192275360877e6	167	5	0	0.029940119760479056	0.001101343659684062	0.014027267694473267
ABCA4_1223f503dd065619	163	2	1	0.018292682926829285	0.0012442264705896378	0.015138238668441772
ABCA4_122ab3fbeda346e6	165	3	0	0.018181818181818188	0.0012803858844563365	0.01675775647163391
ABCA4_1253ea6ae6419fa7	167	5	0	0.029940119760479056	0.0008389381691813469	0.012216746807098389
ABCA4_12c1cba83eb438cd	167	5	0	0.029940119760479056	0.0011406149715185165	0.015986919403076172
ABCA4_12d0c94a44657c51	161	0	1	0.006172839506172867	0.000684079946950078	0.009058505296707153
ABCA4_12d573a821e555e1	160	0	2	0.012345679012345734	0.0011275644646957517	0.015655517578125
ABCA4_12f1872bea2e929d	162	1	1	0.012269938650306789	0.0009241183870472014	0.013420820236206055
ABCA4_13267c884ebb270a	155	1	8	0.05521472392638038	0.0019777866546064615	0.023644983768463135
ABCA4_132dc27b600f50e8	159	0	3	0.01851851851851849	0.0009450322249904275	0.009068936109542847
ABCA4_13ab76dba9b66832	164	4	2	0.03614457831325302	0.0018844094593077898	0.02547752857208252
ABCA4_13d14b167c8d1b7b	158	3	7	0.06060606060606055	0.0016097401967272162	0.019767075777053833
ABCA4_1403c0429b2079de	165	3	0	0.018181818181818188	0.0006232622545212507	0.008020490407943726
ABCA4_147943b3c5544e71	162	2	2	0.024390243902439046	0.000905913591850549	0.010983943939208984
ABCA4_14d77089f9288118	158	0	4	0.024691358024691357	0.0009630707208998501	0.010978460311889648
ABCA4_14f09ed79be6cad8	159	0	3	0.01851851851851849	0.0009732789476402104	0.009360164403915405
ABCA4_14f1d5f5297c589a	166	4	0	0.02409638554216864	0.0012390681076794863	0.014885962009429932
ABCA4_155d2e5b75c70cdd	167	5	0	0.029940119760479056	0.00090822420315817	0.011857390403747559
ABCA4_1580038d397e5470	158	1	5	0.036809815950920255	0.001697230851277709	0.02311912178993225
ABCA4_159dc06dbcde3522	161	1	2	0.018404907975460127	0.0011588775087147951	0.014392673969268799
ABCA4_15d2ad6bad3ab5f7	166	4	0	0.02409638554216864	0.0009367613238282502	0.011384889483451843
ABCA4_15de4fdadc088b94	164	2	0	0.012195121951219523	0.0008193023968487978	0.010145306587219238
ABCA4_15f0fae6caf5ed74	168	6	0	0.0357142857142857	0.0016953123267740011	0.022562623023986816
ABCA4_1623b841a75554c8	162	1	1	0.012269938650306789	0.0007666766759939492	0.010871782898902893
ABCA4_16787a1a7d19c283	161	1	2	0.018404907975460127	0.0014580382267013192	0.01665186882019043
ABCA4_1684e7266e5a24fc	166	4	0	0.02409638554216864	0.001095858053304255	0.013248562812805176
ABCA4_16a7addba669ec21	180	18	0	0.09999999999999998	0.004147339146584272	0.050928711891174316
ABCA4_16c7262561229f75	164	4	2	0.03614457831325302	0.0023988455068320036	0.028642326593399048
ABCA4_16fc0232a05fc51d	166	4	0	0.02409638554216864	0.0006492648972198367	0.00928950309753418
ABCA4_170fe78d08e3dee3	161	1	2	0.018404907975460127	0.001875783666037023	0.022383779287338257
ABCA4_17155e1fdc21f945	162	1	1	0.012269938650306789	0.0006487877108156681	0.008184537291526794
ABCA4_171d57ca70257d28	158	0	4	0.024691358024691357	0.0009621601202525198	0.009408444166183472
ABCA4_172c2652e811a905	164	2	0	0.012195121951219523	0.0009288491564802825	0.012240886688232422
ABCA4_174bd3ca6f9a9802	161	1	2	0.018404907975460127	0.0009743854752741754	0.01264294981956482
ABCA4_17729153280bf712	159	1	4	0.030674846625766916	0.0018441833090037107	0.02763378620147705
ABCA4_17880dde01808cb8	162	0	0	0.0	0.0009229817078448832	0.011100023984909058
ABCA4_179eab0cabd95faf	162	1	1	0.012269938650306789	0.001470198854804039	0.018760502338409424
ABCA4_17b25ec14b2cf510	157	1	6	0.042944785276073594	0.0018785693682730198	0.02146473526954651
ABCA4_17c0650d016bcc9c	161	1	2	0.018404907975460127	0.0011399416252970695	0.013653814792633057
ABCA4_181c41b7ec139998	167	5	0	0.029940119760479056	0.001405426999554038	0.019537925720214844
ABCA4_18363dd8ac13496b	158	1	5	0.036809815950920255	0.0014148484915494919	0.020998269319534302
ABCA4_18c9639628161089	156	0	6	0.03703703703703709	0.0011884304694831371	0.01239025592803955
ABCA4_18cae963229941e0	165	3	0	0.018181818181818188	0.0009499621228314936	0.013609468936920166
ABCA4_190833356a638ba7	163	2	1	0.018292682926829285	0.001033890643157065	0.01582595705986023
ABCA4_191215ead80b8511	166	4	0	0.02409638554216864	0.001206519198603928	0.016723662614822388
ABCA4_1952eaaf739a2b8d	166	4	0	0.02409638554216864	0.0009757037041708827	0.009018540382385254
ABCA4_196e5a4a508599ed	163	1	0	0.006134969325153339	0.0008426122949458659	0.011986315250396729
ABCA4_1970467ea5d7996d	166	4	0	0.02409638554216864	0.0009803035063669086	0.010510832071304321
ABCA4_1978237145478718	163	2	1	0.018292682926829285	0.00143198121804744	0.015805065631866455
ABCA4_199ac8468645ff14	157	0	5	0.030864197530864224	0.0010389232775196433	0.012674570083618164
ABCA4_19b0925c8a0475f2	163	3	2	0.030303030303030276	0.0009385656449012458	0.013728439807891846
ABCA4_19c21e551cd8ffb2	166	4	0	0.02409638554216864	0.0006396380485966802	0.008037775754928589
ABCA4_19e3883617be6f00	163	1	0	0.006134969325153339	0.0010021075140684843	0.013421982526779175
ABCA4_19f8b573e24c0770	158	0	4	0.024691358024691357	0.0012811048654839396	0.013680785894393921
ABCA4_1a12d992e8d60e59	165	3	0	0.018181818181818188	0.0008855709456838667	0.009773075580596924
ABCA4_1a34769352c3a33b	167	5	0	0.029940119760479056	0.0013601388782262802	0.019926488399505615
ABCA4_1a5be6bca5fcf8fb	162	1	1	0.012269938650306789	0.0007105857366696	0.008742958307266235
ABCA4_1a5c6463c6e6db82	159	1	4	0.030674846625766916	0.0008100336999632418	0.01401577889919281
ABCA4_1a5ff5b9fa30a524	169	7	0	0.041420118343195256	0.0014859024668112397	0.0213167667388916
ABCA4_1afbd5a2f3313ad4	168	6	0	0.0357142857142857	0.0009533716947771609	0.011906266212463379
ABCA4_1b9589a6d92cfe5d	168	6	0	0.0357142857142857	0.0013980665244162083	0.01786363124847412
ABCA4_1c798dd1125964d0	163	1	0	0.006134969325153339	0.0009285662672482431	0.012344300746917725
ABCA4_1c8660b365b1d358	168	6	0	0.0357142857142857	0.0010939296334981918	0.014718323945999146
ABCA4_1c92ce3ebb0778eb	167	5	0	0.029940119760479056	0.0007533702882938087	0.009730935096740723
ABCA4_1cbc64adb848d784	165	3	0	0.018181818181818188	0.0010095712495967746	0.014099299907684326
ABCA4_1ccb9ff6f9114d10	159	0	3	0.01851851851851849	0.002136449096724391	0.02376466989517212
ABCA4_1cdada3f302c7503	161	2	3	0.030487804878048808	0.0013938278425484896	0.016819417476654053
ABCA4_1d66327ea0a5ff7f	169	7	0	0.041420118343195256	0.001887240563519299	0.024953782558441162
ABCA4_1dbc02271e3f76ea	166	4	0	0.02409638554216864	0.0010182956466451287	0.015201658010482788
ABCA4_1dd9214de11ee557	163	1	0	0.006134969325153339	0.0008819403010420501	0.0106106698513031
ABCA4_1e2790c8f73f0657	163	1	0	0.006134969325153339	0.0006539695314131677	0.00927560031414032
ABCA4_1e8bfa12736ef007	166	4	0	0.02409638554216864	0.0012061307206749916	0.01704961061477661
ABCA4_1ead1ba76ed927d3	164	2	0	0.012195121951219523	0.0012427280889824033	0.014321655035018921
ABCA4_1ec2ccecfd03cfa0	160	1	3	0.024539877300613466	0.0012988087255507708	0.016642093658447266
ABCA4_1edb6811a2b006be	159	2	5	0.04268292682926833	0.0014687241055071354	0.0204390287399292
ABCA4_1eec4498b96f2bc3	167	5	0	0.029940119760479056	0.0016029456164687872	0.02152252197265625
ABCA4_1ef63ac27470833e	163	1	0	0.006134969325153339	0.0006979898316785693	0.008594870567321777
ABCA4_202e52529da240eb	163	2	1	0.018292682926829285	0.0009828099282458425	0.012008875608444214
ABCA4_20458f6ecbaf3c3f	168	6	0	0.0357142857142857	0.001393493264913559	0.021207422018051147
ABCA4_2062e018223b9806	166	4	0	0.02409638554216864	0.0011531925993040204	0.015419304370880127
ABCA4_20780750304aa46e	158	0	4	0.024691358024691357	0.0008082868880592287	0.010824054479598999
ABCA4_20864a7aecc0a6f5	167	5	0	0.029940119760479056	0.001653663581237197	0.02320241928100586
ABCA4_20d1305ebfc457fa	169	7	0	0.041420118343195256	0.0015849829651415348	0.023139238357543945
ABCA4_2148891e4f40368f	164	2	0	0.012195121951219523	0.0012736362405121326	0.013935863971710205
ABCA4_2182ddd44159aa7f	161	1	2	0.018404907975460127	0.0014525395818054676	0.017328202724456787
ABCA4_21ae597155ea0d49	167	5	0	0.029940119760479056	0.0011186469346284866	0.01629704236984253
ABCA4_221975d7541877de	160	1	3	0.024539877300613466	0.0010783991310745478	0.012479782104492188
ABCA4_2239c983a3159afa	160	1	3	0.024539877300613466	0.0013760015135630965	0.016067534685134888
ABCA4_228d95b46571ab55	167	5	0	0.029940119760479056	0.0010532381711527705	0.013246595859527588
ABCA4_22aca87021c450c0	161	1	2	0.018404907975460127	0.0014159190468490124	0.015722155570983887
ABCA4_22d4d64751bac206	159	0	3	0.01851851851851849	0.0012090345844626427	0.01568835973739624
ABCA4_22dc30ee08b893b5	163	2	1	0.018292682926829285	0.0011196201667189598	0.012073814868927002
ABCA4_22fbfcdee86a275c	158	1	5	0.036809815950920255	0.0015795005019754171	0.016404032707214355
ABCA4_231867199328e4f2	163	1	0	0.006134969325153339	0.0007288888446055353	0.009007185697555542
ABCA4_23c1cc9b01689749	154	0	8	0.04938271604938271	0.0012743339175358415	0.011754631996154785
ABCA4_241adadb628d9f87	159	0	3	0.01851851851851849	0.000783087161835283	0.012906283140182495
ABCA4_242c14309234eeaa	164	2	0	0.012195121951219523	0.0008057810482569039	0.009831368923187256
ABCA4_2457e794fc5128ca	166	4	0	0.02409638554216864	0.0009962264448404312	0.013916969299316406
ABCA4_249dc3b92bb0717b	161	0	1	0.006172839506172867	0.000797199085354805	0.00917331874370575
ABCA4_24a2e5677073f36a	163	1	0	0.006134969325153339	0.0007140898378565907	0.008618831634521484
ABCA4_25008c23c94c1b3c	167	5	0	0.029940119760479056	0.0013676279922947288	0.019162148237228394
ABCA4_250ca4b4e7d43748	160	1	3	0.024539877300613466	0.0008047377923503518	0.009766459465026855
ABCA4_250fc1334392fee9	155	0	7	0.043209876543209846	0.0013580424711108208	0.013936340808868408
ABCA4_2518068599710556	163	2	1	0.018292682926829285	0.0009741546818986535	0.01232999563217163
ABCA4_25293450d032bfd6	162	1	1	0.012269938650306789	0.0009703351533971727	0.012410551309585571
ABCA4_25351d8f8eaf45a1	162	1	1	0.012269938650306789	0.0006874798564240336	0.008467316627502441
ABCA4_25513e4919c2a763	166	4	0	0.02409638554216864	0.0008471324108541012	0.011673450469970703
ABCA4_2595dc4dd6e72725	162	1	1	0.012269938650306789	0.0008964178268797696	0.009955912828445435
ABCA4_25a9d2716d908a33	166	4	0	0.02409638554216864	0.0008961567655205727	0.009331315755844116
ABCA4_25f7307f12045a8c	160	1	3	0.024539877300613466	0.001097605680115521	0.014583885669708252
ABCA4_261867fee70d4bc9	162	1	1	0.012269938650306789	0.0007288801134563982	0.010486900806427002
ABCA4_26350caf16654a14	168	6	0	0.0357142857142857	0.0020873297471553087	0.025148212909698486
ABCA4_2681d01385314efc	166	4	0	0.02409638554216864	0.0011057303054258227	0.014327049255371094
ABCA4_268c9afb07e5ea45	161	2	3	0.030487804878048808	0.0010502961231395602	0.014696836471557617
ABCA4_26c2c571d4fd3d2b	167	5	0	0.029940119760479056	0.0009768528398126364	0.013859033584594727
ABCA4_26e461ec2ae34083	160	1	3	0.024539877300613466	0.00104724639095366	0.010662257671356201
ABCA4_26ed4cb8124f68d3	163	1	0	0.006134969325153339	0.0006492439424619079	0.00835070013999939
ABCA4_2735310f286cbb07	165	3	0	0.018181818181818188	0.0018997930455952883	0.02327597141265869
ABCA4_27c547fe49e583b1	166	5	1	0.0359281437125748	0.0016832542605698109	0.019655883312225342
ABCA4_27e84369a0efe7fd	163	1	0	0.006134969325153339	0.0005211011157371104	0.008305802941322327
ABCA4_27f4111562c32934	160	1	3	0.024539877300613466	0.001152683049440384	0.013728320598602295
ABCA4_2810ecfd803de259	167	5	0	0.029940119760479056	0.0012676712358370423	0.014680370688438416
ABCA4_28323f90816d80db	164	2	0	0.012195121951219523	0.000928655092138797	0.01145520806312561
ABCA4_2847dcc1f41acbbc	165	3	0	0.018181818181818188	0.001017982023768127	0.014838442206382751
ABCA4_2870802540f29354	164	2	0	0.012195121951219523	0.0008624672191217542	0.00913459062576294
ABCA4_28967f3107e494a8	165	3	0	0.018181818181818188	0.0008610369404777884	0.01225656270980835
ABCA4_28efc22e683cc255	166	4	0	0.02409638554216864	0.0012283133110031486	0.015139937400817871
ABCA4_28f4102c7ba10229	161	1	2	0.018404907975460127	0.0013652413617819548	0.014246642589569092
ABCA4_29385dd9f8716dfd	164	2	0	0.012195121951219523	0.0007565870764665306	0.00915178656578064
ABCA4_295c55d025e90e91	160	1	3	0.024539877300613466	0.0011095154331997037	0.012671619653701782
ABCA4_298604121bb1b658	154	0	8	0.04938271604938271	0.0018422792199999094	0.023337438702583313
ABCA4_298cec313e74ac5f	160	0	2	0.012345679012345734	0.0014945829752832651	0.016785621643066406
ABCA4_29db00fac6aab71d	163	1	0	0.006134969325153339	0.0008798408671282232	0.015113979578018188
ABCA4_29e47106425d442e	165	3	0	0.018181818181818188	0.0010760558070614934	0.01477658748626709
ABCA4_29eb312e2e71c06d	162	3	3	0.036363636363636376	0.0012321724789217114	0.016916662454605103
ABCA4_29fde0907a90ce52	165	3	0	0.018181818181818188	0.0007133064791560173	0.008645057678222656
ABCA4_2a67c1fdf7258210	160	4	6	0.06024096385542166	0.0022354531101882458	0.03493797779083252
ABCA4_2a87964d198d66b5	161	0	1	0.006172839506172867	0.0007341179298236966	0.00856637954711914
ABCA4_2a967e1781af952b	168	6	0	0.0357142857142857	0.0014472990296781063	0.01957288384437561
ABCA4_2acdd1ec042633ae	157	1	6	0.042944785276073594	0.0008680902537889779	0.011034607887268066
ABCA4_2ad907e952b902b3	167	5	0	0.029940119760479056	0.00157267099712044	0.022618234157562256
ABCA4_2adc1fd407994fc5	160	4	6	0.06024096385542166	0.0019427038496360183	0.024722397327423096
ABCA4_2b2372b74e15cba1	161	1	2	0.018404907975460127	0.0012913841055706143	0.013708889484405518
ABCA4_2b38a564b2e9ef9f	159	1	4	0.030674846625766916	0.0014643690083175898	0.019515156745910645
ABCA4_2b9115346d115640	163	1	0	0.006134969325153339	0.0007764652837067842	0.009483635425567627
ABCA4_2bcbc0b30c961d20	174	13	1	0.07999999999999996	0.004248551093041897	0.05436930060386658
ABCA4_2c348bd531d84d16	162	1	1	0.012269938650306789	0.0008176398114301264	0.011303186416625977
ABCA4_2c7109c9b6a957b7	163	2	1	0.018292682926829285	0.0008182068704627454	0.011212706565856934
ABCA4_2ca46938e63f7b6f	157	0	5	0.030864197530864224	0.0014707907103002071	0.01566016674041748
ABCA4_2ccbf199882c9f0f	163	1	0	0.006134969325153339	0.0010118422796949744	0.011093437671661377
ABCA4_2d29d024fb6738bf	167	5	0	0.029940119760479056	0.0015778732486069202	0.02148491144180298
ABCA4_2d2ad9a90f10589f	160	1	3	0.024539877300613466	0.0011117651592940092	0.013332366943359375
ABCA4_2d38b93f91dc75fa	162	1	1	0.012269938650306789	0.0008645545458421111	0.009060978889465332
ABCA4_2d76c4f3366d6f0e	159	2	5	0.04268292682926833	0.0014869001461192966	0.021419912576675415
ABCA4_2dc39349c249fc58	160	1	3	0.024539877300613466	0.0012119353050366044	0.015479087829589844
ABCA4_2eca492f00a05f14	163	1	0	0.006134969325153339	0.0007950742146931589	0.00809013843536377
ABCA4_2ee24254b212555b	164	2	0	0.012195121951219523	0.0011335426243022084	0.0169527530670166
ABCA4_2f022f42d24cac56	166	4	0	0.02409638554216864	0.0009378158720210195	0.012444749474525452
ABCA4_2f0beb174d2e48b4	158	1	5	0.036809815950920255	0.0012333850609138608	0.01513737440109253
ABCA4_2f14d8800299897b	163	1	0	0.006134969325153339	0.0008728516404516995	0.010106205940246582
ABCA4_2f16ce22bfd49343	159	1	4	0.030674846625766916	0.001105051371268928	0.017163783311843872
ABCA4_2f260b8f0fc88b97	162	1	1	0.012269938650306789	0.0010571415768936276	0.014363348484039307
ABCA4_2f4ab91e2c3c6631	161	1	2	0.018404907975460127	0.0006286978023126721	0.010508522391319275
ABCA4_2fcf02133069eadc	162	1	1	0.012269938650306789	0.0007974935579113662	0.013510435819625854
ABCA4_304da9312191f50b	158	1	5	0.036809815950920255	0.0011760455090552568	0.013207435607910156
ABCA4_30552ad1939c193b	159	0	3	0.01851851851851849	0.0008455996867269278	0.012081921100616455
ABCA4_3086aa4d35911663	164	3	1	0.024242424242424288	0.000893089163582772	0.014338016510009766
ABCA4_3092a33dbc896b64	157	2	7	0.054878048780487854	0.0019212540937587619	0.02508598566055298
ABCA4_309fa4584f959fb7	162	1	1	0.012269938650306789	0.001268165186047554	0.013754665851593018
ABCA4_315c426b5fe6f894	161	0	1	0.006172839506172867	0.0005844496772624552	0.009258747100830078
ABCA4_317679c81b8f453a	165	3	0	0.018181818181818188	0.0007604589918628335	0.009115844964981079
ABCA4_31797c3d6a1a2d05	159	2	5	0.04268292682926833	0.002156718634068966	0.025032103061676025
ABCA4_318e1d60b2436993	163	2	1	0.018292682926829285	0.0011572737712413073	0.011942148208618164
ABCA4_322a6e657c08d8ca	162	1	1	0.012269938650306789	0.0011902529513463378	0.012764215469360352
ABCA4_3269a87d1d38fd50	165	3	0	0.018181818181818188	0.0007107852143235505	0.008538246154785156
ABCA4_327206b2f49cc151	166	4	0	0.02409638554216864	0.0014481795951724052	0.01649242639541626
ABCA4_32c40ffa6b342f6e	164	2	0	0.012195121951219523	0.0006540690665133297	0.007847428321838379
ABCA4_32fca9b9ed9900f1	163	2	1	0.018292682926829285	0.0010493852896615863	0.014324367046356201
ABCA4_3301a432ddadaa0b	166	4	0	0.02409638554216864	0.0009367594611831009	0.014094173908233643
ABCA4_33c5df3e827a41e3	166	4	0	0.02409638554216864	0.0006655868492089212	0.008617639541625977
ABCA4_33e6d539158f9845	167	5	0	0.029940119760479056	0.001156661077402532	0.01387244462966919
ABCA4_33f4fbafd7795718	179	17	0	0.0949720670391061	0.0031398150604218245	0.039400190114974976
ABCA4_33f88defde5e209b	166	4	0	0.02409638554216864	0.0009900457225739956	0.012702256441116333
ABCA4_341100fd171d40e2	150	0	12	0.07407407407407407	0.0020695440471172333	0.024490654468536377
ABCA4_341fc709ff6c8496	165	3	0	0.018181818181818188	0.0005881055840291083	0.007093906402587891
ABCA4_34488af2f408a14f	160	1	3	0.024539877300613466	0.0011596849653869867	0.01231202483177185
ABCA4_34d99cf9ac13a9c0	157	0	5	0.030864197530864224	0.001460708910599351	0.016110926866531372
ABCA4_3504d9f461cdb697	168	6	0	0.0357142857142857	0.0011072418419644237	0.013491928577423096
ABCA4_35375a8f98e22570	159	1	4	0.030674846625766916	0.0011460533132776618	0.01376485824584961
ABCA4_3563241509397a79	162	1	1	0.012269938650306789	0.0009714082698337734	0.011860489845275879
ABCA4_357eed72538858e4	160	2	4	0.03658536585365857	0.0015096579445526004	0.018154561519622803
ABCA4_35d10fd3e2c5e802	159	0	3	0.01851851851851849	0.0010532070882618427	0.014139831066131592
ABCA4_362119648ff23acb	162	2	2	0.024390243902439046	0.0010670238407328725	0.013201147317886353
ABCA4_3669047c30753e5b	160	1	3	0.024539877300613466	0.0011579397832974792	0.015604525804519653
ABCA4_366fb5426aab4e18	168	6	0	0.0357142857142857	0.0013007869711145759	0.01530301570892334
ABCA4_369395a5bb059b76	162	1	1	0.012269938650306789	0.0011867947177961469	0.015032410621643066
ABCA4_36a31e435dd7c773	158	0	4	0.024691358024691357	0.0008705998188816011	0.014981552958488464
ABCA4_36ac64d918da2a1a	167	5	0	0.029940119760479056	0.0009060701704584062	0.010664582252502441
ABCA4_36e20fee4ccf04f5	165	3	0	0.018181818181818188	0.0006277168286032975	0.007474690675735474
ABCA4_36e906af53c14e06	164	3	1	0.024242424242424288	0.0011833009775727987	0.017190128564834595
ABCA4_36fd58a257af98ab	158	0	4	0.024691358024691357	0.0007120766094885767	0.010993748903274536
ABCA4_370dfa0734ef24fc	166	4	0	0.02409638554216864	0.0009849739726632833	0.012905299663543701
ABCA4_371f0d345e9f49d0	161	1	2	0.018404907975460127	0.001253663096576929	0.01725330948829651
ABCA4_374bbb5ecca19751	160	0	2	0.012345679012345734	0.0011970975901931524	0.014972150325775146
ABCA4_3750f2124f7d1775	166	4	0	0.02409638554216864	0.0010778832947835326	0.015112638473510742
ABCA4_3753ef02bc14a8e3	164	3	1	0.024242424242424288	0.001319593982771039	0.017730504274368286
ABCA4_3782b9daa881a290	165	3	0	0.018181818181818188	0.0008590755751356483	0.01162874698638916
ABCA4_37c6db7c879d5214	161	1	2	0.018404907975460127	0.0009573601419106126	0.015000224113464355
ABCA4_37d7d05c6f8efbd1	161	1	2	0.018404907975460127	0.0011515795486047864	0.013647884130477905
ABCA4_380832b477dc84b2	164	2	0	0.012195121951219523	0.0006959061720408499	0.012180954217910767
ABCA4_3888b4c5cd49b22b	162	0	0	0.0	0.0006539610330946743	0.00850743055343628
ABCA4_38c6492ec2c8cbe0	153	0	9	0.05555555555555558	0.0017353646690025926	0.01959913969039917
ABCA4_38ee20da6619b6c9	163	4	3	0.04216867469879515	0.0008902517147362232	0.014498770236968994
ABCA4_3932726dad2104ae	165	3	0	0.018181818181818188	0.0014042729744687676	0.019954413175582886
ABCA4_3980a37303dfbd97	170	8	0	0.04705882352941182	0.002161706332117319	0.031396687030792236
ABCA4_398f71972d7b8513	154	0	8	0.04938271604938271	0.0015959093580022454	0.018925458192825317
ABCA4_39c141f5ca6bc1b3	165	3	0	0.018181818181818188	0.0007853443967178464	0.00959712266921997
ABCA4_39d4900d05cfbdad	164	3	1	0.024242424242424288	0.0013377390569075942	0.0177537202835083
ABCA4_39e32d1f59ab24bc	160	2	4	0.03658536585365857	0.0015392390778288245	0.025248661637306213
ABCA4_39e3cb084950d35b	164	2	0	0.012195121951219523	0.000525238923728466	0.009072333574295044
ABCA4_39f31d757cd67078	161	2	3	0.030487804878048808	0.0014002571115270257	0.020088255405426025
ABCA4_3a6052c674c6d90f	168	6	0	0.0357142857142857	0.001194335171021521	0.017315387725830078
ABCA4_3a75a751a4e53c89	158	2	6	0.04878048780487809	0.0035118258092552423	0.041411757469177246
ABCA4_3ad3524eb1ba7da5	160	1	3	0.024539877300613466	0.001095260726287961	0.01230187714099884
ABCA4_3aeb61928e406b42	162	1	1	0.012269938650306789	0.0009475019760429859	0.01277187466621399
ABCA4_3b0aed4c4dde9522	166	4	0	0.02409638554216864	0.001109719043597579	0.014993250370025635
ABCA4_3b1dde44fbec5223	166	4	0	0.02409638554216864	0.0009441249421797693	0.012799739837646484
ABCA4_3b34f669b61f895e	163	1	0	0.006134969325153339	0.0006385174347087741	0.008156567811965942
ABCA4_3b7ac8912ed4c9ab	160	1	3	0.024539877300613466	0.0015170814003795385	0.019900858402252197
ABCA4_3bc4e1fdcb768df0	163	2	1	0.018292682926829285	0.0008488358580507338	0.010682791471481323
ABCA4_3be05f443efe68a0	164	2	0	0.012195121951219523	0.0008347994880750775	0.012983441352844238
ABCA4_3c001eacbef5a276	167	5	0	0.029940119760479056	0.0011375175090506673	0.01518714427947998
ABCA4_3c0c092e2d926f64	153	0	9	0.05555555555555558	0.00292498292401433	0.03192231059074402
ABCA4_3c0e0124157af821	165	3	0	0.018181818181818188	0.0009366299491375685	0.009992361068725586
ABCA4_3c9fd65ed7f8089b	163	2	1	0.018292682926829285	0.001157070160843432	0.013692259788513184
ABCA4_3cf61ff4f8a55d15	161	1	2	0.018404907975460127	0.0013524212408810854	0.01457485556602478
ABCA4_3d12d9ea2e41fdc3	166	4	0	0.02409638554216864	0.0007581241079606116	0.00965505838394165
ABCA4_3d3cca926eba4507	165	3	0	0.018181818181818188	0.0007067202823236585	0.007718682289123535
ABCA4_3d6dafdf7c77bd04	164	3	1	0.024242424242424288	0.0012055367697030306	0.013336509466171265
ABCA4_3d9c09472485107a	165	3	0	0.018181818181818188	0.000786024727858603	0.012520790100097656
ABCA4_3dccd14fec963570	155	0	7	0.043209876543209846	0.001039339229464531	0.012900352478027344
ABCA4_3dd4d54ef4ecc321	165	3	0	0.018181818181818188	0.0010056806495413184	0.013592451810836792
ABCA4_3e1342a77b4726ca	158	1	5	0.036809815950920255	0.0012323146220296621	0.016654163599014282
ABCA4_3e18fe8c14a51a8a	160	2	4	0.03658536585365857	0.0015184474177658558	0.020703762769699097
ABCA4_3e3446d3454b58f9	161	1	2	0.018404907975460127	0.0010895360028371215	0.011264115571975708
ABCA4_3e708e1a91bf2dd6	158	1	5	0.036809815950920255	0.0013949291314929724	0.01513168215751648
ABCA4_3e82840a95052d79	161	1	2	0.018404907975460127	0.0014989884803071618	0.018328607082366943
ABCA4_3eb3dbe48b051303	163	1	0	0.006134969325153339	0.0007833142881281674	0.008552759885787964
ABCA4_3ebf288c8a7382dc	164	2	0	0.012195121951219523	0.0007989259902387857	0.010190889239311218
ABCA4_3ec63e3b6d5e8d29	163	3	2	0.030303030303030276	0.0011476343497633934	0.016831278800964355
ABCA4_3f3ff3c50ade172c	163	2	1	0.018292682926829285	0.001585954101756215	0.017042994499206543
ABCA4_3feb7f121c5047e9	163	2	1	0.018292682926829285	0.0008626105263829231	0.009998083114624023
ABCA4_3ffe3c6ef69aabe3	160	1	3	0.024539877300613466	0.0008059307583607733	0.01003408432006836
ABCA4_4043eb9ee7517e0e	161	2	3	0.030487804878048808	0.0009213166194967926	0.014981552958488464
ABCA4_404aeb08b16f4a4b	168	6	0	0.0357142857142857	0.0009081052266992629	0.01081705093383789
ABCA4_4090a4b589c2aee6	157	1	6	0.042944785276073594	0.0012767767766490579	0.016658425331115723
